I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm
100,0,3,10.718181818181819,5.945364512952327,10.7182,0.0
100,0,4,10.718181818181819,5.945364512952327,10.7182,0.0
100,0,5,10.718181818181819,5.945364512952327,10.7182,0.0
100,0,6,10.718181818181819,5.945364512952327,10.7182,0.0
100,0,7,10.718181818181819,5.945364512952327,10.7182,0.0
100,0,8,10.718181818181819,5.945364512952327,10.7182,0.0
100,0.01,3,10.87045904262456,5.945364512952327,10.7182,0.15227722444274297
100,0.01,4,10.973668763596658,5.945364512952327,10.7182,0.25548694541484035
100,0.01,5,11.025258322552553,5.945364512952327,10.7182,0.3070765043707357
100,0.01,6,11.056518448565155,5.945364512952327,10.7182,0.33833663038333717
100,0.01,7,11.077072904010697,5.945364512952327,10.7182,0.35889108582888146
100,0.01,8,11.13117911463176,5.945364512952327,10.7182,0.4129972964499434
100,0.02,3,11.022736267067303,5.945364512952327,10.7182,0.30455444888548594
100,0.02,4,11.229155709011499,5.945364512952327,10.7182,0.5109738908296807
100,0.02,5,11.332334826923288,5.945364512952327,10.7182,0.6141530087414714
100,0.02,6,11.394855078948492,5.945364512952327,10.7182,0.6766732607666743
100,0.02,7,11.435963989839578,5.945364512952327,10.7182,0.7177821716577629
100,0.02,8,11.544176411081702,5.945364512952327,10.7182,0.8259945928998867
100,0.03,3,11.175013491510045,5.945364512952327,10.7182,0.45683167332822877
100,0.03,4,11.484642654426338,5.945364512952327,10.7182,0.7664608362445218
100,0.03,5,11.639411331294024,5.945364512952327,10.7182,0.9212295131122081
100,0.03,6,11.733191709331829,5.945364512952327,10.7182,1.015009891150011
100,0.03,7,11.79485507566846,5.945364512952327,10.7182,1.0766732574866449
100,0.03,8,11.957173707531648,5.945364512952327,10.7182,1.238991889349831
100,0.04,3,11.327290715952788,5.945364512952327,10.7182,0.6091088977709719
100,0.04,4,11.740129599841179,5.945364512952327,10.7182,1.0219477816593614
100,0.04,5,11.94648783566476,5.945364512952327,10.7182,1.2283060174829428
100,0.04,6,12.071528339715165,5.945364512952327,10.7182,1.3533465215333487
100,0.04,7,12.153746161497343,5.945364512952327,10.7182,1.4355643433155258
100,0.04,8,12.370171003981591,5.945364512952327,10.7182,1.6519891857997735
100,0.05,3,11.479567940395532,5.945364512952327,10.7182,0.7613861222137157
100,0.05,4,11.995616545256016,5.945364512952327,10.7182,1.2774347270742008
100,0.05,5,12.253564340035497,5.945364512952327,10.7182,1.5353825218536803
100,0.05,6,12.409864970098504,5.945364512952327,10.7182,1.6916831519166853
100,0.05,7,12.512637247326227,5.945364512952327,10.7182,1.7944554291444093
100,0.05,8,12.783168300431534,5.945364512952327,10.7182,2.064986482249718
100,0.06,3,11.631845164838273,5.945364512952327,10.7182,0.9136633466564575
100,0.06,4,12.25110349067086,5.945364512952327,10.7182,1.5329216724890435
100,0.06,5,12.560640844406233,5.945364512952327,10.7182,1.8424590262244163
100,0.06,6,12.74820160048184,5.945364512952327,10.7182,2.030019782300022
100,0.06,7,12.871528333155107,5.945364512952327,10.7182,2.1533465149732898
100,0.06,8,13.196165596881478,5.945364512952327,10.7182,2.477983778699662
100,0.07,3,11.78412238928102,5.945364512952327,10.7182,1.065940571099202
100,0.07,4,12.506590436085698,5.945364512952327,10.7182,1.7884086179038807
100,0.07,5,12.867717348776967,5.945364512952327,10.7182,2.14953553059515
100,0.07,6,13.086538230865179,5.945364512952327,10.7182,2.368356412683361
100,0.07,7,13.230419418983988,5.945364512952327,10.7182,2.512237600802172
100,0.07,8,13.60916289333142,5.945364512952327,10.7182,2.890981075149605
100,0.08,3,11.936399613723761,5.945364512952327,10.7182,1.2182177955419438
100,0.08,4,12.762077381500541,5.945364512952327,10.7182,2.043895563318723
100,0.08,5,13.174793853147701,5.945364512952327,10.7182,2.4566120349658855
100,0.08,6,13.424874861248513,5.945364512952327,10.7182,2.7066930430666973
100,0.08,7,13.58931050481287,5.945364512952327,10.7182,2.8711286866310517
100,0.08,8,14.022160189781363,5.945364512952327,10.7182,3.303978371599547
100,0.09,3,12.088676838166505,5.945364512952327,10.7182,1.3704950199846886
100,0.09,4,13.017564326915378,5.945364512952327,10.7182,2.299382508733561
100,0.09,5,13.48187035751844,5.945364512952327,10.7182,2.763688539336625
100,0.09,6,13.76321149163185,5.945364512952327,10.7182,3.0450296734500335
100,0.09,7,13.948201590641755,5.945364512952327,10.7182,3.2300197724599387
100,0.09,8,14.43515748623131,5.945364512952327,10.7182,3.716975668049492
100,0.1,3,12.240954062609248,5.945364512952327,10.7182,1.5227722444274314
100,0.1,4,13.273051272330218,5.945364512952327,10.7182,2.5548694541484016
100,0.1,5,13.788946861889178,5.945364512952327,10.7182,3.0707650437073606
100,0.1,6,14.101548122015188,5.945364512952327,10.7182,3.3833663038333706
100,0.1,7,14.307092676470635,5.945364512952327,10.7182,3.5889108582888185
100,0.1,8,14.848154782681252,5.945364512952327,10.7182,4.129972964499436
