I,pattern,epsilon,chi,undercover_n,undercover_norm_n,cons_n,cons_norm_n,perf_n,perf_norm_n,max_auto_n,min_auto_n,mean_auto_n,lagrange_n
50,Medium,0,3,347.0,6.94,325.4554455397826,6.509108910795652,0.0,0.0,0.34416,-0.37857,-0.17342,347.0
50,Medium,0,4,347.0,6.94,325.4554455397826,6.509108910795652,0.0,0.0,0.34416,-0.37857,-0.17342,347.0
50,Medium,0,5,347.0,6.94,325.4554455397826,6.509108910795652,0.0,0.0,0.34416,-0.37857,-0.17342,347.0
50,Medium,0,6,347.0,6.94,325.4554455397826,6.509108910795652,0.0,0.0,0.34416,-0.37857,-0.17342,347.0
50,Medium,0,7,347.0,6.94,325.4554455397826,6.509108910795652,0.0,0.0,0.34416,-0.37857,-0.17342,347.0
50,Medium,0,8,347.0,6.94,325.4554455397826,6.509108910795652,0.0,0.0,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.01,3,359.6760396036509,7.193520792073017,325.4554455397826,6.509108910795652,12.676039603650878,0.25352079207301753,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.01,4,364.4293069303835,7.288586138607671,325.4554455397826,6.509108910795652,17.429306930383554,0.348586138607671,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.01,5,368.25504950464097,7.365100990092819,325.4554455397826,6.509108910795652,21.25504950464098,0.4251009900928196,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.01,6,372.5013861383044,7.4500277227660865,325.4554455397826,6.509108910795652,25.501386138304348,0.5100277227660869,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.01,7,374.0468316828588,7.480936633657175,325.4554455397826,6.509108910795652,27.0468316828588,0.5409366336571759,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.01,8,376.7297029699875,7.53459405939975,325.4554455397826,6.509108910795652,29.72970296998752,0.5945940593997504,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.02,3,372.35207920730176,7.447041584146035,325.4554455397826,6.509108910795652,25.352079207301756,0.5070415841460351,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.02,4,381.8586138607671,7.637172277215342,325.4554455397826,6.509108910795652,34.85861386076711,0.697172277215342,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.02,5,389.51009900928193,7.790201980185639,325.4554455397826,6.509108910795652,42.51009900928196,0.8502019801856392,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.02,6,398.00277227660865,7.9600554455321735,325.4554455397826,6.509108910795652,51.002772276608695,1.0200554455321738,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.02,7,401.0936633657176,8.021873267314351,325.4554455397826,6.509108910795652,54.0936633657176,1.0818732673143518,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.02,8,406.45940593997506,8.129188118799501,325.4554455397826,6.509108910795652,59.45940593997504,1.1891881187995008,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.03,3,385.02811881095266,7.700562376219054,325.4554455397826,6.509108910795652,38.028118810952655,0.7605623762190531,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.03,4,399.28792079115067,7.985758415823014,325.4554455397826,6.509108910795652,52.28792079115067,1.0457584158230133,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.03,5,410.76514851392295,8.21530297027846,325.4554455397826,6.509108910795652,63.765148513922945,1.2753029702784588,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.03,6,423.50415841491304,8.470083168298261,325.4554455397826,6.509108910795652,76.50415841491305,1.5300831682982607,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.03,7,428.1404950485764,8.562809900971528,325.4554455397826,6.509108910795652,81.14049504857643,1.6228099009715282,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.03,8,436.18910890996256,8.72378217819925,325.4554455397826,6.509108910795652,89.18910890996258,1.7837821781992516,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.04,3,397.70415841460357,7.95408316829207,325.4554455397826,6.509108910795652,50.70415841460351,1.0140831682920701,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.04,4,416.71722772153424,8.334344554430684,325.4554455397826,6.509108910795652,69.71722772153421,1.394344554430684,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.04,5,432.0201980185639,8.640403960371279,325.4554455397826,6.509108910795652,85.02019801856392,1.7004039603712784,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.04,6,449.00554455321736,8.980110891064347,325.4554455397826,6.509108910795652,102.00554455321739,2.0401108910643475,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.04,7,455.1873267314352,9.103746534628703,325.4554455397826,6.509108910795652,108.1873267314352,2.1637465346287037,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.04,8,465.91881187995006,9.318376237599002,325.4554455397826,6.509108910795652,118.91881187995008,2.3783762375990016,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.05,3,410.3801980182545,8.207603960365088,325.4554455397826,6.509108910795652,63.38019801825443,1.2676039603650886,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.05,4,434.1465346519178,8.682930693038356,325.4554455397826,6.509108910795652,87.14653465191779,1.742930693038356,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.05,5,453.2752475232049,9.0655049504641,325.4554455397826,6.509108910795652,106.27524752320492,2.1255049504640984,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.05,6,474.5069306915217,9.490138613830434,325.4554455397826,6.509108910795652,127.5069306915217,2.5501386138304336,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.05,7,482.234158414294,9.64468316828588,325.4554455397826,6.509108910795652,135.23415841429397,2.7046831682858796,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.05,8,495.64851484993756,9.91297029699875,325.4554455397826,6.509108910795652,148.64851484993753,2.9729702969987506,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.06,3,423.05623762190527,8.461124752438106,325.4554455397826,6.509108910795652,76.05623762190531,1.5211247524381062,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.06,4,451.57584158230134,9.031516831646027,325.4554455397826,6.509108910795652,104.57584158230134,2.0915168316460266,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.06,5,474.5302970278459,9.490605940556918,325.4554455397826,6.509108910795652,127.53029702784589,2.5506059405569177,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.06,6,500.00831682982613,10.000166336596521,325.4554455397826,6.509108910795652,153.0083168298261,3.0601663365965215,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.06,7,509.2809900971528,10.185619801943057,325.4554455397826,6.509108910795652,162.28099009715285,3.2456198019430564,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.06,8,525.3782178199251,10.507564356398504,325.4554455397826,6.509108910795652,178.37821781992517,3.567564356398503,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.07,3,435.73227722555623,8.714645544511125,325.4554455397826,6.509108910795652,88.73227722555622,1.7746455445111244,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.07,4,469.00514851268497,9.380102970253699,325.4554455397826,6.509108910795652,122.00514851268494,2.440102970253699,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.07,5,495.78534653248687,9.915706930649737,325.4554455397826,6.509108910795652,148.78534653248687,2.975706930649737,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.07,6,525.5097029681305,10.51019405936261,325.4554455397826,6.509108910795652,178.50970296813045,3.5701940593626085,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.07,7,536.3278217800116,10.726556435600234,325.4554455397826,6.509108910795652,189.32782178001162,3.7865564356002324,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.07,8,555.1079207899126,11.102158415798252,325.4554455397826,6.509108910795652,208.1079207899126,4.162158415798252,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.08,3,448.408316829207,8.96816633658414,325.4554455397826,6.509108910795652,101.40831682920702,2.0281663365841403,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.08,4,486.4344554430684,9.728689108861369,325.4554455397826,6.509108910795652,139.43445544306843,2.788689108861368,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.08,5,517.0403960371278,10.340807920742556,325.4554455397826,6.509108910795652,170.04039603712783,3.400807920742557,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.08,6,551.0110891064348,11.020221782128695,325.4554455397826,6.509108910795652,204.01108910643478,4.080221782128695,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.08,7,563.3746534628704,11.267493069257407,325.4554455397826,6.509108910795652,216.3746534628704,4.327493069257407,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.08,8,584.8376237599001,11.696752475198004,325.4554455397826,6.509108910795652,237.83762375990017,4.756752475198003,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.09,3,461.084356432858,9.221687128657159,325.4554455397826,6.509108910795652,114.08435643285797,2.28168712865716,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.09,4,503.863762373452,10.077275247469041,325.4554455397826,6.509108910795652,156.863762373452,3.13727524746904,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.09,5,538.2954455417687,10.765908910835376,325.4554455397826,6.509108910795652,191.29544554176877,3.8259089108353748,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.09,6,576.5124752447391,11.530249504894783,325.4554455397826,6.509108910795652,229.5124752447392,4.590249504894784,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.09,7,590.4214851457292,11.808429702914585,325.4554455397826,6.509108910795652,243.42148514572924,4.868429702914585,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.09,8,614.5673267298877,12.291346534597754,325.4554455397826,6.509108910795652,267.56732672988767,5.351346534597753,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.1,3,473.76039603650884,9.475207920730178,325.4554455397826,6.509108910795652,126.76039603650887,2.535207920730177,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.1,4,521.2930693038356,10.425861386076711,325.4554455397826,6.509108910795652,174.29306930383558,3.485861386076712,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.1,5,559.5504950464099,11.191009900928197,325.4554455397826,6.509108910795652,212.55049504640985,4.251009900928197,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.1,6,602.0138613830434,12.040277227660868,325.4554455397826,6.509108910795652,255.0138613830434,5.100277227660867,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.1,7,617.468316828588,12.34936633657176,325.4554455397826,6.509108910795652,270.46831682858794,5.409366336571759,0.34416,-0.37857,-0.17342,347.0
50,Medium,0.1,8,644.2970296998751,12.885940593997502,325.4554455397826,6.509108910795652,297.29702969987505,5.945940593997501,0.34416,-0.37857,-0.17342,347.0
