I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm,undercover_norm_n,cons_norm_n,understaffing_norm_n,perf_norm_n
150,0.02,1,7.6024,3.56,7.37333,0.22907,7.848485742077825,7.022904290907593,7.459999933333317,0.3884858087444908
