I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm,undercover_norm_n,cons_norm_n,understaffing_norm_n,perf_norm_n
100,0.06,1,9.3908,3.62,9.11,0.2808,10.100914851485147,7.6029702970297,8.960000000000012,1.1409148514851488
