I,pattern,epsilon,chi,objval,lbound,iteration,undercover,undercover_norm,cons,cons_norm,perf,perf_norm,max_auto,min_auto,mean_auto,lagrangeundercover,undercover_norm_n,cons_n,cons_norm_n,perf_n,perf_norm_n,max_auto_n,min_auto_n,mean_auto_n,lagrange_n,lagrange
100,Medium,0,3,634.0,634.0,45,634.0,7.04444,791.0,8.78889,0,0,0.21429,-0.48472,-0.12232,,,,,,,,,,,634.0
100,Medium,0,4,634.0,634.0,32,634.0,7.04444,796.0,8.84444,0,0,0.07143,-0.42857,-0.18357,,,,,,,,,,,634.0
100,Medium,0,5,638.0,634.0,39,638.0,7.08889,786.0,8.73333,0,0,0.25404,-0.42857,-0.23154,,,,,,,,,,,638.0
100,Medium,0,6,638.0,634.0,44,638.0,7.08889,751.0,8.34444,0,0,0.14643,-0.48413,-0.22585,,,,,,,,,,,638.0
100,Medium,0,7,636.0,634.0,62,610.0,6.77778,723.0,8.03333,0,0,0.17749,-0.48472,-0.15113,,,,,,,,,,,636.0
100,Medium,0.02,3,639.52,638.38131,173,639.52,7.10578,411.0,4.56667,3.52,0.03911,0.24476,-0.24675,-0.13277,,,,,,,,,,,639.52
100,Medium,0.02,4,645.94,641.8614,168,645.94,7.17711,403.0,4.47778,7.94,0.08822,0.25404,-0.23292,-0.06032,,,,,,,,,,,645.94
100,Medium,0.02,5,649.66,644.30751,200,649.66,7.21844,375.0,4.16667,9.66,0.10733,0.25404,-0.18944,-0.04126,,,,,,,,,,,649.66
100,Medium,0.02,6,654.2,648.31434,167,654.2,7.26889,374.0,4.15556,12.2,0.13556,0.29752,-0.18944,-0.02601,,,,,,,,,,,654.2
100,Medium,0.02,7,654.18,651.78961,185,654.18,7.26867,382.0,4.24444,17.18,0.19089,0.40476,-0.18944,-0.02048,,,,,,,,,,,654.18
100,Medium,0.04,3,648.84,642.56727,146,648.84,7.20933,410.0,4.55556,6.84,0.076,0.1131,-0.24675,-0.12449,,,,,,,,,,,648.84
100,Medium,0.04,4,651.72,649.50431,174,651.72,7.24133,404.0,4.48889,14.72,0.16356,0.25404,-0.24675,-0.07251,,,,,,,,,,,651.72
100,Medium,0.04,5,659.44,654.3098,138,659.44,7.32711,368.0,4.08889,20.44,0.22711,0.45604,-0.24675,-0.02516,,,,,,,,,,,659.44
100,Medium,0.04,6,669.0,662.05057,148,669.0,7.43333,372.0,4.13333,24.0,0.26667,0.29752,-0.23292,-0.02647,,,,,,,,,,,669.0
100,Medium,0.04,7,675.88,668.7418,170,675.88,7.50978,377.0,4.18889,26.88,0.29867,0.45604,-0.18944,-0.01207,,,,,,,,,,,675.88
100,Medium,0.06,3,651.6,646.56078,148,651.6,7.24,408.0,4.53333,9.6,0.10667,0.01056,-0.24675,-0.1419,,,,,,,,,,,651.6
100,Medium,0.06,4,663.7,656.92673,142,663.7,7.37444,397.0,4.41111,21.7,0.24111,0.45604,-0.23292,-0.06525,,,,,,,,,,,663.7
100,Medium,0.06,5,670.44,664.01061,132,670.44,7.44933,364.0,4.04444,27.44,0.30489,0.45604,-0.23292,-0.06942,,,,,,,,,,,670.44
100,Medium,0.06,6,682.18,675.16318,146,682.18,7.57978,364.0,4.04444,32.18,0.35756,0.29752,-0.23292,-0.01743,,,,,,,,,,,682.18
100,Medium,0.06,7,690.0,683.27586,132,690.0,7.66667,340.0,3.77778,35.0,0.38889,0.45604,-0.18944,-0.01862,,,,,,,,,,,690.0
100,Medium,0.08,3,656.8,650.36464,149,656.8,7.29778,398.0,4.42222,9.8,0.10889,0.1131,-0.24675,-0.11919,,,,,,,,,,,656.8
100,Medium,0.08,4,671.0,664.12647,132,671.0,7.45556,399.0,4.43333,26.0,0.28889,0.25404,-0.23292,-0.07059,,,,,,,,,,,671.0
100,Medium,0.08,5,680.4,673.34912,137,680.4,7.56,349.0,3.87778,31.4,0.34889,0.24476,-0.23292,-0.07432,,,,,,,,,,,680.4
100,Medium,0.08,6,691.92,685.58457,141,691.92,7.688,347.0,3.85556,33.92,0.37689,0.28476,-0.17857,-0.03126,,,,,,,,,,,691.92
100,Medium,0.08,7,699.48209,694.98689,120,699.48209,7.77202,334.0,3.71111,38.48209,0.42758,0.28476,-0.17857,-0.04637,,,,,,,,,,,699.482
100,Medium,0.1,3,658.3,653.98148,121,658.3,7.31444,401.0,4.45556,11.3,0.12556,0.1131,-0.23292,-0.12945,,,,,,,,,,,658.3
100,Medium,0.1,4,675.70001,671.10611,137,675.70001,7.50778,391.0,4.34444,29.70001,0.33,0.1131,-0.18944,-0.0833,,,,,,,,,,,675.7
100,Medium,0.1,5,687.7,681.46215,161,687.7,7.64111,334.0,3.71111,31.7,0.35222,0.24476,-0.18944,-0.10138,,,,,,,,,,,687.7
100,Medium,0.1,6,701.1,694.12267,132,701.1,7.79,309.0,3.43333,34.1,0.37889,0.45604,-0.17857,-0.06905,,,,,,,,,,,701.1
100,Medium,0.1,7,708.4,704.96064,113,708.4,7.87111,304.0,3.37778,37.4,0.41556,0.45604,-0.18944,-0.07665,,,,,,,,,,,708.4
