lambda,tau,No-Change_Feasible_%,No-Change_Undercoverage,No-Change_Undercoverage_std,Low-Fatigue_Feasible_%,Low-Fatigue_Undercoverage,Low-Fatigue_Undercoverage_std,Unrestricted_Undercoverage,Unrestricted_Undercoverage_std,Unrestricted_SC,Unrestricted_SC_std,P_end,P_end_std,B_end,B_end_std,L_tail_k7,L_tail_k7_std
1.8000000000000003,0.9999999999999999,0.0,3057.6,127.91997498436278,0.0,3057.6,127.91997498436278,3028.112,126.99098248300945,37.88,26.566625679600335,0.99592,0.0058172158288996014,0.068,0.09695359714832658,3.16,2.6027677575995907
1.8000000000000003,1.0999999999999999,0.0,3057.6,127.91997498436278,0.0,4104.68,182.70231963497343,3028.112,126.99098248300945,37.88,26.566625679600335,0.99592,0.0058172158288996014,1.0,0.0,7.0,0.0
1.9000000000000001,0.5,0.0,3329.64,134.3934165054226,0.0,3305.8144000000007,128.80086701819985,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,0.0,0.0,0.0,0.0
1.9000000000000001,0.6,0.0,3329.64,134.3934165054226,0.0,3306.5368,129.21126485628102,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,0.0,0.0,0.0,0.0
1.9000000000000001,0.7,0.0,3329.64,134.3934165054226,0.0,3305.828,128.8501584321882,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,0.0,0.0,0.0,0.0
1.9000000000000001,0.7999999999999999,0.0,3329.64,134.3934165054226,0.0,3305.8496,128.81219384763233,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,0.0,0.0,0.0,0.0
1.9000000000000001,0.8999999999999999,0.0,3329.64,134.3934165054226,0.0,3306.4616000000005,129.14585514618733,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,0.0,0.0,0.0,0.0
1.9000000000000001,0.9999999999999999,0.0,3329.64,134.3934165054226,0.0,3329.64,134.3934165054226,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,0.0572,0.08292261452703961,2.6,2.0976176963403033
1.9000000000000001,1.0999999999999999,0.0,3329.64,134.3934165054226,0.0,4344.88,188.74433925286343,3304.44,131.5889099278507,30.24,23.01874019141795,0.996568,0.004975356871622377,1.0,0.0,7.0,0.0
2.0,0.5,0.0,3599.4,140.62204663565382,0.0,3578.6040000000003,139.2886425807934,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,0.0,0.0,0.0,0.0
2.0,0.6,0.0,3599.4,140.62204663565382,0.0,3578.6040000000003,139.2886425807934,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,0.0,0.0,0.0,0.0
2.0,0.7,0.0,3599.4,140.62204663565382,0.0,3578.6040000000003,139.2886425807934,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,0.0,0.0,0.0,0.0
2.0,0.7999999999999999,0.0,3599.4,140.62204663565382,0.0,3578.684,139.38592365084793,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,0.0,0.0,0.0,0.0
2.0,0.8999999999999999,0.0,3599.4,140.62204663565382,0.0,3578.4344,139.1711220068302,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,0.0,0.0,0.0,0.0
2.0,0.9999999999999999,0.0,3599.4,140.62204663565382,0.0,3599.4,140.62204663565382,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,0.039599999999999996,0.06624077294235024,2.28,2.030172406471923
2.0,1.0999999999999999,0.0,3599.4,140.62204663565382,0.0,4585.68,194.64731593320263,3578.6040000000003,139.2886425807934,23.32,21.19192298966755,0.997624,0.003974446376541019,1.0,0.0,7.0,0.0
