I,pattern,epsilon,chi,undercover_n,undercover_norm_n,cons_n,cons_norm_n,perf_n,perf_norm_n,max_auto_n,min_auto_n,mean_auto_n,lagrange_n
50,Low,0.05,6,361.6717821782178,8.037150715071506,366.019801980198,8.133773377337734,150.6717821782178,3.348261826182618,0.29752,-0.53968,-0.19865,211.0
50,Low,0.05,7,366.21336633663367,8.138074807480749,366.019801980198,8.133773377337734,155.21336633663367,3.4491859185918594,0.29752,-0.53968,-0.19865,211.0
50,Low,0.05,8,372.60742574257426,8.28016501650165,366.019801980198,8.133773377337734,161.60742574257424,3.591276127612761,0.29752,-0.53968,-0.19865,211.0
50,Low,0.06,3,310.6528712871287,6.903397139713971,366.019801980198,8.133773377337734,99.6528712871287,2.2145082508250824,0.29752,-0.53968,-0.19865,211.0
50,Low,0.06,4,353.36990099009904,7.852664466446645,366.019801980198,8.133773377337734,142.369900990099,3.163775577557756,0.29752,-0.53968,-0.19865,211.0
50,Low,0.06,5,373.9879207920792,8.310842684268426,366.019801980198,8.133773377337734,162.9879207920792,3.6219537953795378,0.29752,-0.53968,-0.19865,211.0
50,Low,0.06,6,391.8061386138614,8.70680308030803,366.019801980198,8.133773377337734,180.80613861386132,4.01791419141914,0.29752,-0.53968,-0.19865,211.0
50,Low,0.06,7,397.2560396039604,8.82791199119912,366.019801980198,8.133773377337734,186.2560396039604,4.13902310231023,0.29752,-0.53968,-0.19865,211.0
50,Low,0.06,8,404.9289108910891,8.998420242024203,366.019801980198,8.133773377337734,193.92891089108915,4.3095313531353145,0.29752,-0.53968,-0.19865,211.0
50,Low,0.07,3,327.26168316831684,7.272481848184818,366.019801980198,8.133773377337734,116.26168316831684,2.5835929592959297,0.29752,-0.53968,-0.19865,211.0
50,Low,0.07,4,377.09821782178216,8.379960396039603,366.019801980198,8.133773377337734,166.09821782178216,3.6910715071507143,0.29752,-0.53968,-0.19865,211.0
50,Low,0.07,5,401.1525742574257,8.914501650165015,366.019801980198,8.133773377337734,190.1525742574257,4.2256127612761265,0.29752,-0.53968,-0.19865,211.0
50,Low,0.07,6,421.940495049505,9.376455445544556,366.019801980198,8.133773377337734,210.94049504950505,4.687566556655668,0.29752,-0.53968,-0.19865,211.0
50,Low,0.07,7,428.29871287128725,9.517749174917494,366.019801980198,8.133773377337734,217.29871287128722,4.828860286028605,0.29752,-0.53968,-0.19865,211.0
50,Low,0.07,8,437.250396039604,9.716675467546757,366.019801980198,8.133773377337734,226.25039603960408,5.027786578657868,0.29752,-0.53968,-0.19865,211.0
50,Low,0.08,3,343.870495049505,7.6415665566556665,366.019801980198,8.133773377337734,132.870495049505,2.9526776677667774,0.29752,-0.53968,-0.19865,211.0
50,Low,0.08,4,400.82653465346533,8.907256325632563,366.019801980198,8.133773377337734,189.8265346534653,4.218367436743674,0.29752,-0.53968,-0.19865,211.0
50,Low,0.08,5,428.31722772277226,9.518160616061607,366.019801980198,8.133773377337734,217.3172277227723,4.829271727172718,0.29752,-0.53968,-0.19865,211.0
50,Low,0.08,6,452.0748514851485,10.046107810781079,366.019801980198,8.133773377337734,241.0748514851485,5.35721892189219,0.29752,-0.53968,-0.19865,211.0
50,Low,0.08,7,459.34138613861387,10.207586358635865,366.019801980198,8.133773377337734,248.34138613861387,5.518697469746974,0.29752,-0.53968,-0.19865,211.0
50,Low,0.08,8,469.57188118811877,10.434930693069306,366.019801980198,8.133773377337734,258.57188118811877,5.746041804180416,0.29752,-0.53968,-0.19865,211.0
50,Low,0.09,3,360.47930693069304,8.010651265126512,366.019801980198,8.133773377337734,149.47930693069304,3.321762376237623,0.29752,-0.53968,-0.19865,211.0
50,Low,0.09,4,424.55485148514845,9.43455225522552,366.019801980198,8.133773377337734,213.55485148514845,4.745663366336632,0.29752,-0.53968,-0.19865,211.0
50,Low,0.09,5,455.4818811881188,10.121819581958196,366.019801980198,8.133773377337734,244.4818811881188,5.432930693069307,0.29752,-0.53968,-0.19865,211.0
50,Low,0.09,6,482.20920792079204,10.715760176017602,366.019801980198,8.133773377337734,271.2092079207921,6.026871287128713,0.29752,-0.53968,-0.19865,211.0
50,Low,0.09,7,490.38405940594055,10.897423542354234,366.019801980198,8.133773377337734,279.38405940594055,6.208534653465345,0.29752,-0.53968,-0.19865,211.0
50,Low,0.09,8,501.8933663366338,11.153185918591861,366.019801980198,8.133773377337734,290.8933663366338,6.464297029702973,0.29752,-0.53968,-0.19865,211.0
50,Low,0.1,3,377.08811881188115,8.379735973597358,366.019801980198,8.133773377337734,166.0881188118811,3.6908470847084693,0.29752,-0.53968,-0.19865,211.0
50,Low,0.1,4,448.28316831683173,9.961848184818482,366.019801980198,8.133773377337734,237.28316831683173,5.272959295929594,0.29752,-0.53968,-0.19865,211.0
50,Low,0.1,5,482.6465346534654,10.725478547854784,366.019801980198,8.133773377337734,271.6465346534653,6.036589658965896,0.29752,-0.53968,-0.19865,211.0
50,Low,0.1,6,512.3435643564356,11.385412541254123,366.019801980198,8.133773377337734,301.3435643564356,6.696523652365236,0.29752,-0.53968,-0.19865,211.0
50,Low,0.1,7,521.4267326732673,11.587260726072609,366.019801980198,8.133773377337734,310.42673267326734,6.898371837183719,0.29752,-0.53968,-0.19865,211.0
50,Low,0.1,8,534.2148514851485,11.87144114411441,366.019801980198,8.133773377337734,323.2148514851485,7.182552255225522,0.29752,-0.53968,-0.19865,211.0
