epsilon,chi,undercover,undercover_norm,cons,cons_norm,perf,perf_norm,undercover_behav,undercover_norm_behav,cons_behav,cons_norm_behav,perf_behav,perf_norm_behav
0.1001,3,915.71,9.157,404.0,4.04,12.71,0.127,1149.453,11.495,728.0,7.28,253.453,2.535
