I,prob,lb,ub,gap,time,lb_cg,ub_cg,gap_cg,time_cg,iter,time_rmp,time_sp,time_ip
3,Low,2.1,2.1,0.0,0.4,2.0666666666876385,2.1,1.613,0.21437406539916992,4,0.06,0.111,1719233746.3643446
4,Low,5.2,5.2,0.0,0.8,5.137777781259364,5.2,1.211,0.4700312614440918,10,0.117,0.275,1719233749.5040119
