epsilon,chi,undercover,undercover_norm,cons,cons_norm,perf,perf_norm,undercover_n,undercover_norm_n,cons_n,cons_norm_n,perf_n,perf_norm_n
0.025,7,7.575,2.525,9.0,3.0,0.575,0.19167,8.1,2.7,11.8,3.93333,1.1,0.36667
0.05,7,8.15,2.71667,9.0,3.0,1.15,0.38333,9.2,3.06667,11.8,3.93333,2.2,0.73333
0.1,7,8.7,2.9,5.0,1.66667,0.7,0.23333,11.4,3.8,11.8,3.93333,4.4,1.46667
