I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm,undercover_norm_n,cons_norm_n,understaffing_norm_n,perf_norm_n
100,0.08,3,11.34545,2.56364,10.88182,0.46364,14.193350135013507,6.65229522952295,10.718181818181828,3.475168316831681
