I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm,undercover_norm_n,cons_norm_n,understaffing_norm_n,perf_norm_n
100,0.02,1,7.22511,4.17778,7.1,0.12511,7.486457645764573,9.109790979097909,7.044444444444449,0.44201320132013205
